Tema-rygsække 0. - 10.,Silkeborg,Naturværksted,AQUA Naturfagscenter,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://udoglaer.dk/grundskole/udl%C3%A5n-tema-rygs%C3%A6kke,,,,,,,,,,,,
Rundvisning 0. - 10.,Silkeborg,Virksomhed,Silkeborg Forsyning,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,,,,,Ressourcer,Energi,Klassetrin ikke oplyst,https://www.silkeborgforsyning.dk/servicemenu/om-os/rundvisning,,,,,,,,,,,,
Den klimavenlige skole 7.,Silkeborg,Virksomhed,Kjellerup VVS A/S,,,,,,,,7. klasse,,,,,,Udskoling,,,Klima,,Ressourcer,Energi,,https://skolenivirkeligheden.dk/silkeborg/forloeb/matematik/den-klimavenlige-skole-17,,,,,,,,,,,,
Metal og muligheder 6.,Silkeborg,Virksomhed,TA Stål,,,,,,,6. klasse,,,,,,Mellemtrin,,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-teknologi/metal-og-muligheder-27,,,,,,,,,,,,
Tekstiler og design 4. - 9.,Silkeborg,Virksomhed,ISAY A/S,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/handvaerk-og-design/tekstiler-og-design-12,,,,,,,,,,,,
DI - Skolen på byggepladsen 4. - 9.,Silkeborg,Virksomhed,Dansk Industri,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/erhverv/di-skolen-pa-byggepladsen,,,,,,,,,,,,
"Spedition, transport og matematik 7. - 9.",Silkeborg,Virksomhed,Søholt Transport A/S,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/matematik/spedition-transport-og-matematik-3,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Silkeborg,Virksomhed,Wavin,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-37,,,,,,,,,,,,
Metal og muligheder 6.,Silkeborg,Virksomhed,HMF Group,,,,,,,6. klasse,,,,,,Mellemtrin,,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-teknologi/metal-og-muligheder-48,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Silkeborg,Virksomhed,Martin Høft A/S - Rolgros,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-12,,,,,,,,,,,,
Savannens dyr 0. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-savannens-dyr,,,,,,,,,,,,
Biologisk mangfoldighed 7. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-biologisk-mangfoldighed,,,,,,,,,,,,
Grønlands dyr 0. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-gronlands-dyr,,,,,,,,,,,,
Hvaler 4. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,,,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-hvaler,,,,,,,,,,,,
"Klimaforandringer i fortid, nutid og fremtid 4. - 9.",Silkeborg,Museum,Naturhistorisk Museum Aarhus,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,Klima,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-klimaforandringer-i-fortid-nutid-og-fremtid,,,,,,,,,,,,
Evolution 4. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-evolution,,,,,,,,,,,,
Regnskovens dyr 7. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-regnskovens-dyr-1,,,,,,,,,,,,
Skovens dyr 0. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-skovens-dyr,,,,,,,,,,,,
Regnskovens dyr 4. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-regnskovens-dyr,,,,,,,,,,,,
Plastens genanvendelse 8. - 9.,Silkeborg,Virksomhed,JO Plast A/S,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-7,,,,,,,,,,,,
Metal og muligheder 6.,Silkeborg,Virksomhed,Niebuhr Gears A/S,,,,,,,6. klasse,,,,,,Mellemtrin,,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-teknologi/metal-og-muligheder-37,,,,,,,,,,,,
Plastens egenskaber og genanvendelse 8. - 9.,Silkeborg,Virksomhed,Sundolitt A/S,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/fysik-kemi/plastens-egenskaber-og-genanvendelse-32,,,,,,,,,,,,
Bliv NaturligVis 0. - 9.,Silkeborg,Virksomhed,Bliv naturligvis,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,Natur,,,Fødevarer,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/bliv-naturligvis,,,,,,,,,,,,
UpCycling - forny det kasserede 4. - 9.,Silkeborg,Virksomhed,Gæsteatelier Hollufgård,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/kreativitet/gaesteatelier-hollufgard-up-cycling-forny-det-kasserede,,,,,,,,,,,,
Vandets værdi 4. - 9.,Silkeborg,Virksomhed,Skanderborg Forsyning,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/andre-tilbud/vandets-vaerdi-skanderborg-forsyning,,,,,,,,,,,,
Kom under jorden og hør fortællingen om røveren Jens Langkniv 0. - 9.,Silkeborg,Museum,Daugbjerg Kalkgruber,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/kom-under-jorden-og-hor-fortaellingen-om-roveren-jens-langkniv,,,,,,,,,,,,
Gårdbesøg 0. - 9.,Silkeborg,Virksomhed,Landbrug og Fødevarer,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,Natur,,,Fødevarer,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/naturfag-teknologi/landbrug-og-fodevarer-gardbesog,,,,,,,,,,,,
Engineer the future - book en ekspert 4. - 9.,Silkeborg,Virksomhed,Engineer the future,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,Klima,,,Energi,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/engineer-the-future-book-en-ekspert,,,,,,,,,,,,
Bliv fisker for en dag 0. - 6.,Silkeborg,Andre aktører,Dansk Amatørfiskerforening,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,,,,,Indskoling,Mellemtrin,,Natur,,,Fødevarer,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/naturfag-teknologi/bliv-fisker-for-en-dag,,,,,,,,,,,,
Besøg en byggeplads 4. - 9.,Silkeborg,Virksomhed,Dansk Byggeri,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,,,,,Ressourcer,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/erhverv/besog-en-byggeplads-1,,,,,,,,,,,,
Dissektion af svinehjerte 4. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-dissektion-af-svinehjerte,,,,,,,,,,,,
Genetik og genteknologi 7. - 9.,Silkeborg,Museum,Naturhistorisk Museum Aarhus,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,Natur,,,,,,,https://skolenivirkeligheden.dk/silkeborg/forloeb/natur-friluftsliv/naturhistorisk-museum-aarhus-genetik-og-genteknologi,,,,,,,,,,,,
Naturtraileren 0. - 9.,Silkeborg,Museum,AQUA Akvarium og Dyrepark,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,Indskoling,Mellemtrin,Udskoling,Natur,,,,,,,https://visitaqua.dk/for-lokale-skoler-naturtrailer/,,,,,,,,,,,,
Science Festival (Naturvidenskabsfestival) 0. - 10.,Lyngby-Taarbæk,Virksomhed,Science City Lyngby,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,,,Klima,,Ressourcer,Energi,,https://vidensby.dk/projekt/science-festival-i-lyngby/,,,,,,,,,,,,
Fælles Naturfasgprøve på Naturskolerne 9.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,,,,,,9. klasse,,,,Udskoling,Natur,,Klima,,Ressourcer,,,https://www.raadvadKaturskole.dk/raadvad-aktiviteter?aid=212,,,,,,,,,,,,
Fra jord til bord på Geo 4. - 9.,Lyngby-Taarbæk,Virksomhed,Geo,,,,,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,Klima,,Ressourcer,,,https://skolenivirkeligheden.dk/lyngby-taarbaek/forloeb/Katurfag-friluftsliv/fra-jord-til-ord-pa-geo,,,,,,,,,,,,
Jord under neglene - din drømmehave 1. - 6.,Lyngby-Taarbæk,Museum,Lyngby-Taarbæk Stadsarkiv,,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,,,,,Indskoling,Mellemtrin,,Natur,Sundhed,,Fødevarer,,,,https://stadsarkivet.ltk.dk/til-skoler/jord-under-neglene-din-droemmehave,,,,,,,,,,,,
Biotech Academy 7. - 9.,Lyngby-Taarbæk,Virksomhed,DTU Bioengineering,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,,Sundhed,,Fødevarer,Ressourcer,,,https://skolenivirkeligheden.dk/lyngby-taarbaek/forloeb/uddannelse/biotech-academy,,,,,,,,,,,,
Rundvisning på genbrugsstationen 0. - 10.,Lyngby-Taarbæk,Virksomhed,Lyngby-Taarbæk Forsyning,0. klasse,1. klasse,2. klasse,3. klasse,4. klasse,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,Indskoling,Mellemtrin,Udskoling,,,,,Ressourcer,,,https://ltf.dk/affald/genbrugsstation/rundvisning-paa-genbrugsstationen,,,,,,,,,,,,
FusionsEnergi til alle - roadshow 7. - 10.,Lyngby-Taarbæk,Andre aktører,DTU,,,,,,,,7. klasse,8. klasse,9. klasse,10. klasse,,,Udskoling,,,Klima,,,Energi,,https://www.fusionsEnergi.dk/for-gymnasielaerere/roadshow,,,,,,,,,,,,
Enzymjagten 6.,Lyngby-Taarbæk,Virksomhed,Life Fonden,,,,,,,6. klasse,,,,,,Mellemtrin,,,,,,Ressourcer,,,https://life.dk/undervisningsforlob/enzymjagten/,,,,,,,,,,,,
Wegrow 8.,Lyngby-Taarbæk,Virksomhed,Life Fonden,,,,,,,,,8. klasse,,,,,Udskoling,,,Klima,Fødevarer,,,,https://life.dk/undervisningsforlob/wegrow/,,,,,,,,,,,,
Turbovækst 9.,Lyngby-Taarbæk,Virksomhed,Life Fonden,,,,,,,,,,9. klasse,,,,Udskoling,,,Klima,Fødevarer,,,,https://life.dk/undervisningsforlob/turbovaekst/,,,,,,,,,,,,
Bål og ild 1. - 2.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,1. klasse,2. klasse,,,,,,,,,Indskoling,,,,,,,,Energi,,https://www.Katurskolerne.dk/aktiviteter?aid=75,,,,,,,,,,,,
Biernes verden 3. - 4.,Lyngby-Taarbæk,Naturværksted,Rude Skov Naturskole,,,,3. klasse,4. klasse,,,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=5,,,,,,,,,,,,
"Biodiversitet -hvem, hvad, hvor og hvorfor? 4. - 6.",Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=42,,,,,,,,,,,,
"Biodiversitet - feltarbejde, modellering og datapræsentation 8. - 10.",Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,,,,,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=14,,,,,,,,,,,,
Biotop-undersøgelser i sø og å 7. - 9.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,Natur,,Klima,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=23,,,,,,,,,,,,
Carbons Kredsløb - bliv klar til Katurfagene i Udskolingen 6.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,,,6. klasse,,,,,,Mellemtrin,,Natur,,Klima,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=155,,,,,,,,,,,,
Blomster og bestøvning 3. - 4.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,3. klasse,4. klasse,,,,,,,,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=43,,,,,,,,,,,,
Bøllemosen - en Katurundersøgelse 5. - 10.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,10. klasse,,Mellemtrin,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=45,,,,,,,,,,,,
Dammens forunderlige verden 3. - 4.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,3. klasse,4. klasse,,,,,,,,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=46,,,,,,,,,,,,
Dataloggere i felt og laboratorium 7. - 10.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,,,7. klasse,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=202,,,,,,,,,,,,
Edderkopper 1. - 2.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,1. klasse,2. klasse,,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=77,,,,,,,,,,,,
Evolution - Darwin og arternes oprindelse 5. - 7.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,5. klasse,6. klasse,7. klasse,,,,,Mellemtrin,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=22,,,,,,,,,,,,
Fisk i ferskvand 3. - 4.,Lyngby-Taarbæk,Naturværksted,Rude Skov Naturskole,,,,3. klasse,4. klasse,,,,,,,,Mellemtrin,,Natur,,,Fødevarer,,,,https://www.Katurskolerne.dk/aktiviteter?aid=48,,,,,,,,,,,,
Forår i skoven 0. - 2.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,0. klasse,1. klasse,2. klasse,,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=254,,,,,,,,,,,,
Frø og frugter 2. - 3.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=51,,,,,,,,,,,,
Fugle 3. - 4.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,3. klasse,4. klasse,,,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=52,,,,,,,,,,,,
Fysik og matematik i vandløbet 8. - 10.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,,,,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,Ressourcer,Energi,,https://www.Katurskolerne.dk/aktiviteter?aid=150,,,,,,,,,,,,
Fødekæder og kredsløb i skoven 3. - 4.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,3. klasse,4. klasse,,,,,,,,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=53,,,,,,,,,,,,
Guldsmede 2. - 4.,Lyngby-Taarbæk,Naturværksted,Bøndernes Hegn,,,2. klasse,3. klasse,4. klasse,,,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=255,,,,,,,,,,,,
Hav og krabber 1. - 2.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,1. klasse,2. klasse,,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=208,,,,,,,,,,,,
Havets fødekæder og kredsløb 5. - 6.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=218,,,,,,,,,,,,
Havets organismer - tilpasning og levevilkår 3. - 4.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,3. klasse,4. klasse,,,,,,,,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=207,,,,,,,,,,,,
Havmiljø 8. - 10.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,,,,,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,Ressourcer,,,https://www.Katurskolerne.dk/aktiviteter?aid=19,,,,,,,,,,,,
"Hjortenes brunst, Dåvildt. Adfærd og Katurlig selektion 3. - 6.",Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,3. klasse,4. klasse,5. klasse,6. klasse,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=55,,,,,,,,,,,,
"Hjortenes brunst, Kronvildt. Adfærd og Katurlig selektion 5. - 9.",Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,5. klasse,6. klasse,7. klasse,8. klasse,9. klasse,,,Mellemtrin,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=204,,,,,,,,,,,,
Hjorteopbrækning 4. - 6.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,,Fødevarer,,,,https://www.Katurskolerne.dk/aktiviteter?aid=56,,,,,,,,,,,,
Kano i Katuren 6. - 7.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,,6. klasse,7. klasse,,,,,Mellemtrin,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=217,,,,,,,,,,,,
Landskabet i Rude Skov - en tidsrejse fra istid til nutid 7. - 9.,Lyngby-Taarbæk,Naturværksted,Rude Skov Naturskole,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,Natur,,Klima,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=163,,,,,,,,,,,,
Landskabet omkring Mølleåen - en tidsrejse fra istid til nutid 7. - 9.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,Natur,,Klima,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=227,,,,,,,,,,,,
Lup i Katuren 1. - 2.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,1. klasse,2. klasse,,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=250,,,,,,,,,,,,
"Mikrobiologi, celler og systematik 8. - 9.",Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,,,,8. klasse,9. klasse,,,,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=143,,,,,,,,,,,,
Mikrobiologisk opdagelsestur 5. - 6.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=26,,,,,,,,,,,,
Mikroforsker 0. - 1.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,0. klasse,1. klasse,,,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=251,,,,,,,,,,,,
Mikroforsker 2. - 3.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,2. klasse,3. klasse,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=252,,,,,,,,,,,,
Naturfagsdysten 5.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,5. klasse,,,,,,,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=199,,,,,,,,,,,,
Naturvejleder for en dag 7.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,,,7. klasse,,,,,,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=31,,,,,,,,,,,,
Overgang 6. - 7. klasse - fra n/t til Katurfag 6. - 7.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,,,,6. klasse,,,,,,Mellemtrin,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=167,,,,,,,,,,,,
Salamandere 0. - 1.,Lyngby-Taarbæk,Naturværksted,Bøllemosen,0. klasse,1. klasse,,,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=215,,,,,,,,,,,,
Skovøkologi 8. - 10.,Lyngby-Taarbæk,Naturværksted,Rude Skov Naturskole,,,,,,,,,8. klasse,9. klasse,10. klasse,,,Udskoling,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=36,,,,,,,,,,,,
Smådyr i skoven - indsamling og bestemmelse 1. - 2.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,1. klasse,2. klasse,,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=225,,,,,,,,,,,,
Smådyrs levesteder 3. - 4.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,3. klasse,4. klasse,,,,,,,,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=193,,,,,,,,,,,,
Snegle 3. - 4.,Lyngby-Taarbæk,Naturværksted,Raadvad Naturskole,,,,3. klasse,4. klasse,,,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=214,,,,,,,,,,,,
Sommerfuglenes vilde forandring 0. - 1.,Lyngby-Taarbæk,Naturværksted,Rude Skov Naturskole,0. klasse,1. klasse,,,,,,,,,,Indskoling,,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=221,,,,,,,,,,,,
Sten ved stranden - det geologiske kredsløb 7. - 9.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,,,,7. klasse,8. klasse,9. klasse,,,,Udskoling,Natur,,Klima,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=38,,,,,,,,,,,,
Sten ved stranden - sortering og oprindelse 4. - 6.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,,4. klasse,5. klasse,6. klasse,,,,,,Mellemtrin,,Natur,,Klima,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=6,,,,,,,,,,,,
Svampe 3. - 4.,Lyngby-Taarbæk,Naturværksted,Naturskolerne i Rude Skov og Raadvad,,,,3. klasse,4. klasse,,,,,,,Indskoling,Mellemtrin,,Natur,,,,,,,https://www.Katurskolerne.dk/aktiviteter?aid=69,,,,,,,,,,,,
